# =============================================================================
# {All-in-One Deluxe Edition}-yuanze31
# =============================================================================

# =============================================================================
# =============================================================================
# =============================================================================
# =============================================================================
# =============================================================================

# June27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog	完整更新日志
objective_grant_emergencyProtocols_description	发生紧急情况时，请优先考虑囚犯和员工的安全。你必须让他们远离潜在危险，保证其生命安全。
objective_grant_emergencyProtocols_stayIndoor	在灾害发生期间启动 3 次“禁止户外活动”命令，以保护你的员工和囚犯，避免恶劣天气的影响。
objective_grant_disasterRelief	赈灾
objective_grant_disasterRelief_description	由于近日来恶劣天气造成的破坏，所有本地企业都可以获得赈灾补助金。
objective_grant_disasterRelief_moneySpent	共投资 17,500 美元来升级监狱，以对灾难做好准备。
objective_grant_heatwaveGrant	酷暑补助金
objective_grant_heatwaveGrant_description	火灾会对所有设施造成危害。我们必须投资消防安全以确保员工和囚犯的安全。
objective_grant_heatwaveGrant_training	在消防安全计划中训练 10 名员工。
objective_grant_heatwaveGrant_build	建造 30 个灭火器。
objective_grant_advancedStaffTraining	高级员工培训
objective_grant_advancedStaffTraining_description	为了能在紧急情况下为监狱提供支持，最好让员工做好万无一失的准备。
objective_grant_advancedStaffTraining_child	让 5 名员工完成防寒、害虫防治或电工培训。
objective_grant_subsidence	下陷补助金
objective_grant_subsidence_description	利用政府的下陷补助金，修复监狱下沉对墙壁或栅栏造成的损坏。
objective_grant_subsidence_hire	雇佣修理工修理受损的墙壁和栅栏。
objective_grant_utilityretrofit	公用服务改造补助金
objective_grant_utilityretrofit_description	虫害可能导致本地企业产值出现严重问题。有关部门已向本地企业发放补助金，以保护其公用服务供应。
objective_grant_utilityretrofit_build	建造 50 电缆保护器
calamity_grants_onboarding	近年来，天气越发失常。这次我们侥幸躲过一劫，但监狱应为所有可能情况做好充分准备。有关部门在恶劣天气结束后向本地企业发放了补助金。我相信资金到位后你会善加利用。
grant_category_CollapsedWallFence	倒塌的栅栏：
grant_category_HasObject	已有物品：
grant_category_EverHadObject	已有物品：
grant_category_CalamityHappened	灾难发生：
action_brewing	正在酝酿
action_electricalsabotaging	正在破坏
job_failed_frozen	持续极寒天气
action_readbook	还书
action_PassiveBookShelf	读书
weather_DeepFreeze	极寒天气
weather_LightningStorm	雷雨
weather_any	任意
reformprogram_ElectricianTraining	电工培训
reformprogram_ElectricianTraining_text	完成该计划，员工就将学会如何处理电线故障。他们会修理所有危险电器。
reformprogram_FirstAidTraining	急救培训
reformprogram_FirstAidTraining_text	完成该计划，员工就将学会如何在急救站领取装备并实施急救。急救可以治疗轻伤患者并使重症患者伤情稳定下来。
reform_program_intake_Workers	工人专属
reform_program_intake_PestControlStaff	适用于清洁工、园丁、工人
reformprogram_PestControlTraining	害虫防治培训
reformprogram_PestControlTraining_text	完成该计划，员工就将学会如何安装和清空害虫防治陷阱。学习如何准备陷阱装置并随之安全处理害虫。
reform_program_intake_GenericStaff	普通员工专属
reformprogram_FireSafetyTraining	消防安全培训
reformprogram_FireSafetyTraining_text	完成该计划，员工就将学会如何安全使用灭火器，并会在紧急情况下使用灭火器遏制火灾蔓延。
reform_program_intake_Janitors	清洁工专属
reformprogram_ColdControlTraining	防寒培训
reformprogram_ColdControlTraining_text	完成该计划，员工就将学会如何处理霜冻区域。他们会清除部分霜冻区域并处理结冰物品。
d11_coverage_title	监狱保险计划
d11_coverage_design_info	每项计划都需要按天付费，但可提供自动呼叫紧急服务以便监狱发生不时之需。你还享有购买计划内道具和支付相关员工工资的优惠。优惠无法叠加。
d11_coverage_plan_service_unavailable	此计划暂无可用的紧急服务
ArsonAccidentsPlan	纵火和事故计划
PreservationPlan	监狱保护计划
RestorationPlan	监狱修复计划
HealthSafetyPlan	健康和安全计划
PestControlPlan	害虫防治计划
ArsonAccidentsPlan_hint	除了自动请求紧急服务外，该计划还提供多项优惠，以降低购买灭火器和警报器的价格、开展消防安全课程的费用以及工人的日薪。
PreservationPlan_hint	除了自动请求紧急服务外，该计划还提供多项优惠，以降低购买砂砾箱的价格、开展防寒课程的费用以及工人的日薪。
RestorationPlan_hint	除了自动请求紧急服务外，该计划还提供多项优惠，以降低购买重型电缆和钢筋的价格、开展电工培训课程的费用以及工人的日薪。
HealthSafetyPlan_hint	除了自动请求紧急服务外，该计划还提供多项优惠，以降低购买急救站的价格、开展急救和电击枪培训课程的费用以及医生和护理人员的日薪。
PestControlPlan_hint	除了自动请求紧急服务外，该计划还提供多项优惠，以降低购买捕鼠器和声波威慑器的价格、开展害虫防治课程的费用以及清洁工和园丁的日薪。
d11_coverage_automatic_emergency_services	自动紧急服务
d11_coverage_squads_requested	已请求小队援助
d11_coverage_request_condition	请求条件
d11_coverage_injury_condition	受伤状况
d11_coverage_active_fire_alarms	明火警报
d11_coverage_firefighters	消防员
d11_coverage_reconstruction_specialists	修理工
d11_coverage_structural_damage	*X 处结构损坏
d11_coverage_injured	*X 人受伤
d11_coverage_injured_target	受伤目标
d11_coverage_prisoners_only	仅囚犯
d11_coverage_prisoner_and_staff	囚犯和员工
d11_coverage_rioting	*X 名暴动囚犯
d11_coverage_calamity_surface	*X 块结冰或融化的路砖
d11_coverage_flooded_area	*X 块泛滥区
d11_coverage_small_fire	小型火灾
d11_coverage_medium_fire	中型火灾
d11_coverage_big_fire	大型火灾
d11_coverage_rats	*X 只老鼠
d11_coverage_heat	*X 热度
d11_coverage_grand_total	累计
adviser_name_foreman	工头
adviser_name_gardener	园丁
adviser_name_Janitor	清洁工
need_name_hydration	水合作用
need_name_staffhydration	水合作用
needs_help_hydration	每个人都需要饮水，尤其是当气温炎热时。保持充足的水分可以降低中暑风险，但也会增加如厕需求。请在监狱四周放置饮水机，以便囚犯可以在空闲时间喝水。
needs_help_staffhydration	每个人都需要饮水，尤其是当气温炎热时。保持充足的水分可以降低中暑风险，但也会增加如厕需求。员工可在休息期间使用员工休息室的饮水机。
finances_category_coverageplans	监狱保险计划
reports_visitationpolicytitle	探视政策
reports_visitation_info	调整探视时长：
visitation_title	探视时长
visitation_desc	增加囚犯探视时间将刺激囚犯需求增长，并延长增长量持续时间。探视时间仅限上午 8 点至晚上 8 点。
reports_visitation_primaryerror	目前的制度不允许在此时段进行探视。
reports_visitation_secondaryerror	目前的制度仅允许在此时段进行 *X 次探视。
status_effect_heatstroke	中暑
status_effect_calamityflu	流感
codex_new_weathertype	天气和强度
codex_tooltip_weathertype	游戏过程中可能会出现各种天气模式。若你想体验更有挑战性的模式，可以选择低、中、高强度。若你只想体验正常天气，请选择传统模式。
codex_new_startingseason	初始季节
codex_tooltip_temperature	保持监狱温暖舒适。你的囚犯和员工现在感到寒冷。买一些暖气片，并且不要让你的监狱太过漏风。
codex_new_weathertype_legacynormal	传统模式
buildtoolbar_StayIndoors	禁止户外活动
buildtoolbar_tooltip_StayIndoors	发生灾难时，让所有囚犯和非必要员工尽可能选择室内活动，从而保证其安全。只有在灾难来临时他们才会听从该命令。
object_FallenTree	倾倒的树
object_FallenTreeBig	多棵倾倒的树
object_roadmaintenancevehicle	维修卡车
interfacecallout_roadmaintenance	道路维护
interface_roadMaintenance_no_grit	维护人员冷却时间为 12 小时。
event_deep_freeze_vis_sniper_tower	狙击塔报告称能见度低。除非天气变晴朗，否则他们无法准确识别潜在越狱者。
event_deep_freeze_vis_outside_guard	户外巡逻警卫已多次报告能见度问题。他们似乎无法看清距离较远的囚犯。
event_lightning_storm_vis_sniper_tower	在这种天气下，警戒塔上狙击手的视野会受限。他们的可见距离肯定不如往常。
event_lightning_storm_vis_outside_guard	室外警卫报告称当前天气下能见度低。因此请警惕有人试图越狱。
research_NonLethalSniper	非致命狙击手
researchtooltip_NonLethalSniper	新弹药可让狙击手大展身手，而不必担心伤及囚犯性命。除非他们接收“自由开火”命令，否则狙击手只会让囚犯失去知觉。
material_FieldGrass	草地
buildtoolbar_popup_mat_FieldGrass	茂密芜杂的草丛。
material_LaminateFlooringFR	复合地板（防火）
buildtoolbar_popup_mat_LaminateFlooringFR	防火木地板。
material_CarpetFR	地毯（防火）
buildtoolbar_popup_mat_CarpetFR	铺设舒适的防火地毯，非常适合员工区域。
object_Shiba	柴犬
buildtoolbar_popup_obj_Shiba	年轻但经验丰富的警犬，喜欢鸡肉和奶酪类零食。
object_BlackSetter	黑色塞特犬
buildtoolbar_popup_obj_BlackSetter	喜欢追赶小树枝和越狱者的猎犬。
object_FernBush	灌木树篱
buildtoolbar_popup_obj_FernBush	这种灌木喜阴。
object_WillowTree	柳树
buildtoolbar_popup_obj_WillowTree	这棵树可以很好地点缀水域或增添花园的优雅魅力。
dialog_openSurvey	公开调查
object_Ivy	常春藤
buildtoolbar_popup_obj_Ivy	枝叶繁茂的装饰灌木。
buildtoolbar_popup_uts_Radiator	在监狱各处放置此物，各个房间都会变得温暖舒适。
equipment_FirstAidBackpack	急救背包
object_GritterDriver	铺砂车司机
DF_1_advisor	恭喜你成功处理这场灾难。由于你优秀的应对能力，你无需支付未来 5 天的相关保险计划费用。
DF_2_advisor	恭喜你成功处理这场灾难。由于你出色的管理技能，你的员工将在未来 3 天内提高工作效率。
DF_3_advisor	恭喜你成功处理这场灾难。未来 10 天内你都无需担心再次发生这种灾难。
LS_1_advisor	恭喜你成功处理这场灾难。请注意在近日领取奖励。
LS_2_advisor	恭喜你成功处理这场灾难。由于你优秀的应对能力，你无需支付未来 15 天的相关保险计划费用。
LS_3_advisor	恭喜你成功处理这场灾难。未来 10 天内你都无需担心再次发生这种灾难。
HW_1_advisor	恭喜你成功处理这场灾难。特此奖励 10,000 美元，请继续保持良好势头。
HW_2_advisor	恭喜你成功处理这场灾难。囚犯对你的悉心照料深表感激，并将在未来 5 天内增加需求。
HW_3_advisor	恭喜你成功处理这场灾难。未来 20 天内你都无需担心再次发生这种灾难。
R_1_advisor	恭喜你成功处理这场灾难。特此奖励 10,000 美元，请继续保持良好势头。
R_2_advisor	恭喜你成功处理这场灾难。囚犯对你的悉心照料深表感激，并将在未来 3 天内增加需求。
R_3_advisor	恭喜你成功处理这场灾难。由于你的辛勤工作，未来 5 天内你的囚犯将受到积极影响。
fallen_tree_advisor	这些树是哪里来的？风一定比我们想象的要强。物流很慢，也许我们应该派一些工人来清除这些从天而降的残骸。
door_swollen_advisor	过高的温度会使门变形。工人需要给门降温方可使用。
lightning_strike_advisor	闪电是暴雨期间最危险的存在，物体和人都有被击中的危险。避雷针将能够在一定程度上改变闪电的方向，因此请务必购买避雷针以保护监狱及狱中人员。
frozen_ground_advisor	户外人行道结了厚厚一层冰，清洁工经过相应培训后即可在路面放置砂砾。
heatwave_fire_advisor	酷暑来袭，我们必须小心放置在户外的一切植物或木质材料。如果发生火灾，我们必须立即控制火势。
deep_freeze_frozen_shower_head	花洒喷头很容易结冰，对此我们无能为力。希望运转正常的淋浴间够用。
deep_freeze_frozen_sprinkler	寒冷天气下，监狱的自动喷水灭火装置可能会结冰，从而危及生命。请确保你的员工接受过充分的消防培训以防此类事件发生。糟糕的消防安全记录会破坏监狱的声誉。
interface_action_EmptyRatTrap	清空
interface_action_CleanPoop	清理
job_grit	在冻结道路上铺砂砾
dryness_level_1	干燥
dryness_level_2	非常干燥
dryness_level_3	极度干燥
codex_new_ratinfestation	鼠灾
status_effect_calamitycold	严寒
object_BareTree	树（光秃）
buildtoolbar_popup_obj_BareTree	这棵树适合装点所有雪景。
reform_program_intake_ColdControl	适用于清洁工、园丁、工人
reform_program_requirements_general	- 每名参与者都需要接受*X
reform_program_requirements_general_alt	- 每名参与者都需要接受*X或*Y
weathermap_temperature_range_c	范围：*X°C 至 *Y°C
weathermap_temperature_range_f	范围：*X°F 至 *Y°F
interfacetopbar_tooltip_orderlies	有 *X 名护理人员
interfacetopbar_tooltip_orderly	监狱中待命的护理人员数量。
object_DoubleStaffDoorBlue	双开员工门（蓝色）
object_DoubleStaffDoorOrange	双开员工门（橙色）
d11_staffalert_summary_CalamityHeatwave01	这里是不是变热了？请确保你的囚犯和植物水分充足
d11_staffalert_details_CalamityHeatwave01	酷暑期间可能会出现一些问题。金属会变得滚烫，因此请小心所有金属物体和金属门。此外请确保你的囚犯和员工体内保持充足的水分，否则他们可能会变得行动迟缓。
d11_staffalert_hint_CalamityHeatwave01	火灾伴随大风将酿成巨祸，请务必做好预防和准备工作。
buildtoolbar_AutomatedEmergencyService	- 自动化服务
weather_instrument_title	预测工具：
dlc_name_polly	完美风暴
buildtoolbar_stayIndoorsCalamity	灾难
buildtoolbar_popup_uts_WeatherMachine	气象仪提供高级版天气预报，不仅可以预测天气持续时间、温度、降水、风速和能见度条件，还可预报极端天气事件并提供倒计时。
buildtoolbar_popup_obj_DoubleStaffDoorBlue	供员工使用的双开门
buildtoolbar_popup_obj_DoubleStaffDoorOrange	供员工使用的双开门
codex_tooltip_startingSeason	选择初始季节。天气会随季节自然变化。
object_AirPestControlHeli	空中害虫防治
codex_option_default	默认
dlc_name_kimber	帮派
quickbuild_Gymnasium	健身房
boilingpoint_Needs	需求
boilingpoint_RoomQuality	牢房品质
buildtoolbar_popup_help_BoilingPoint_3	^提示
securitymenu_popup_recentMisconduct	近期不当行为：
securitymenu_PrisonerTypeDefault	默认
securitymenu_PrisonerTypeDangerous	危险分子
rapsheet_assignguard	分配警卫
buildtoolbar_popup_help_securitymenu_4	^提示
objective_HelpPrograms	计划
objective_grant_positiveEnergyGrant_yard	建造庭院
gang_green	绿帮
d11_gang_bonebreakers_goal	毁坏公物
d11_gang_misconduct	不当行为：
d11_heatmap_deaths	死亡：
interface_action_CleanGraffiti	清理
schedulesearch_menu_Frequency	频率
action_Withdrawal	戒毒
codex_option_plotType	地块类型
codex_tooltip_plotType	此选项可生成特定的起始地块。默认地块为泥土和草，“丛林”地块类似于茂密的丛林，“冰天雪地”地块表面由大雪覆盖，“沙漠”地块为一片沙地，“月球”地块类似于月球表面，“岛屿”地块四面环水，使用船只码头（而非道路）与外界连通；“连接小岛”地块水面环绕，但有桥梁与道路连接。
survey_letter_1	亲爱的典狱长，\n\n\n感谢您参与监狱新功能和系统的测试。\n\n作为首席执行官，我的责任是收集所有典狱长的反馈，以进一步改善体验。\n\n如果您能花几分钟时间填写我为您创建的调查问卷，我将不胜感激。\n\n首席执行官\n\n监狱建筑师集团
survey_letter_2	亲爱的典狱长，\n\n\n再次感谢您继续参与监狱新功能和系统的测试。\n\n在投入更多时间测试新功能和系统之后，希望您在本次调查中提供最新反馈。\n\n首席执行官\n\n监狱建筑师集团
object_Beagle	比格犬
buildtoolbar_popup_obj_Beagle	相较于发动进攻而言，猎犬更喜欢吃零食。
object_Doberman	杜宾犬
buildtoolbar_popup_obj_Doberman	杜宾犬是优秀警犬。
object_ChocolateLabrador	巧克力色拉布拉多犬
buildtoolbar_popup_obj_ChocolateLabrador	喜欢结交新朋友，如果新朋友逃跑，那么乐趣加倍。
object_BlackShepherd	黑色德国牧羊犬
buildtoolbar_popup_obj_BlackShepherd	虽然外形看似可爱，但会扑倒任何胆敢挡路的人。
object_TattooRemovalMachine	纹身去除机
buildtoolbar_popup_obj_TattooRemovalMachine	改造帮派成员的必备物品。去除纹身是改造他们的第一步。
object_MetalStool	金属凳
buildtoolbar_popup_obj_MetalStool	外观精致的小金属凳。
equipment_TattooRemovalTool	纹身去除工具
room_TheCage	牢笼
buildtoolbar_popup_room_TheCage	为单独监禁的囚犯提供。此露天设施可供囚犯锻炼，同时将使用此设施的囚犯与其他囚犯隔离开来。
quickbuild_TheCage	牢笼
buildtoolbar_quickbuild_TheCage	一部露天设施，可供一名囚犯在其中锻炼，将他们与其他囚犯隔离开来。
material_CageFence	牢笼栅栏
buildtoolbar_popup_mat_CageFence	一道铁网围栏，用于防止锻炼中的囚犯出逃。
room_TattooRemovalRoom	纹身去除室
buildtoolbar_popup_room_TattooRemovalRoom	囚犯在这里经历痛苦、漫长的过程，最终将身上的帮派纹身去除。
quickbuild_TattooRemovalRoom	纹身去除室
buildtoolbar_quickbuild_TattooRemovalRoom	囚犯在这里经历痛苦、漫长的过程，最终将身上的帮派纹身去除。
object_PullUpBars	引体向上杆
buildtoolbar_popup_obj_PullUpBars	一件廉价运动器材，深受较为老练囚犯的欢迎。
object_KneeRaise	屈膝举腿
buildtoolbar_popup_obj_KneeRaise	一件廉价运动器材，深受较为老练囚犯的欢迎。
object_PushUpStones	俯卧撑石
buildtoolbar_popup_obj_PushUpStones	一件廉价运动器材，深受较为老练囚犯的欢迎。
object_GangGraffiti	帮派涂鸦
d11_hover_info_gang_graffiti_1	辖区内帮派成员武力 +15%
d11_hover_info_gang_graffiti_2	辖区内帮派成员坚韧 +15%
object_FightRing	拳击场
buildtoolbar_popup_obj_FightRing	如果囚犯能在擂台上一决高下，就不会在监狱侧翼中斗殴。\n-满足锻炼和娱乐的需要。
quickbuild_FightClubRoom	搏击俱乐部房间
buildtoolbar_quickbuild_FightClubRoom	无论谁问起，都不要承认此房间的存在。
room_FightClubRoom	搏击俱乐部房间
buildtoolbar_popup_room_FightClubRoom	无论谁问起，都不要承认此房间的存在。
object_CageGate	牢笼大门
buildtoolbar_popup_obj_CageGate	可以完美搭配围栏使用的监狱大门。功能和门一样。
buildtoolbar_popup_obj_RemoteDoor	用这种门可以有效地防止囚犯窃取钥匙而大规模越狱。\n\n不能用钥匙打开，而只能遥控开门。\n需要有警卫操作对应的‘门禁系统’，给员工和囚犯放行。\n需要及时安装其所需的‘门禁伺服器’，以免阻碍通行。\n\n员工会尽量不走这个门，即使其所在路线很近……\n所以，如无必要，那么安装‘禁闭门’就够了。
object_RemoteDoorOrange	遥控门（橙色）
buildtoolbar_popup_obj_RemoteDoorOrange	用这种门可以有效地防止囚犯窃取钥匙而大规模越狱。\n\n不能用钥匙打开，而只能遥控开门。\n需要有警卫操作对应的‘门禁系统’，给员工和囚犯放行。\n需要及时安装其所需的‘门禁伺服器’，以免阻碍通行。\n\n员工会尽量不走这个门，即使其所在路线很近……\n所以，如无必要，那么安装‘禁闭门’就够了。
object_RemoteDoorRed	遥控门（红色）
buildtoolbar_popup_obj_RemoteDoorRed	用这种门可以有效地防止囚犯窃取钥匙而大规模越狱。\n\n不能用钥匙打开，而只能遥控开门。\n需要有警卫操作对应的‘门禁系统’，给员工和囚犯放行。\n需要及时安装其所需的‘门禁伺服器’，以免阻碍通行。\n\n员工会尽量不走这个门，即使其所在路线很近……\n所以，如无必要，那么安装‘禁闭门’就够了。
object_RemoteDoorYellow	遥控门（黄色）
buildtoolbar_popup_obj_RemoteDoorYellow	用这种门可以有效地防止囚犯窃取钥匙而大规模越狱。\n\n不能用钥匙打开，而只能遥控开门。\n需要有警卫操作对应的‘门禁系统’，给员工和囚犯放行。\n需要及时安装其所需的‘门禁伺服器’，以免阻碍通行。\n\n员工会尽量不走这个门，即使其所在路线很近……\n所以，如无必要，那么安装‘禁闭门’就够了。
object_RemoteDoorWhite	遥控门（白色）
buildtoolbar_popup_obj_RemoteDoorWhite	用这种门可以有效地防止囚犯窃取钥匙而大规模越狱。\n\n不能用钥匙打开，而只能遥控开门。\n需要有警卫操作对应的‘门禁系统’，给员工和囚犯放行。\n需要及时安装其所需的‘门禁伺服器’，以免阻碍通行。\n\n员工会尽量不走这个门，即使其所在路线很近……\n所以，如无必要，那么安装‘禁闭门’就够了。
object_GymInstructor	健身教练
object_FilingCabinetFancy	档案柜（豪华）
buildtoolbar_popup_obj_FilingCabinetFancy	给员工豪华档案柜以兹奖励。
material_LongGrass	茂密杂草
codex_tooltip_gangsEnhanced	现在可更改帮派接收监狱囚犯的速度。监狱中帮派成员越多，帮派招募速度就越快，监狱也会变得更加混乱和危险。\n\n传统模式-体验之前的帮派难度（适合新手）\n“低强度模式”（默认）-适合新手或中级玩家\n中强度模式-熟练玩家\n高强度模式-渴望高难度挑战的专家
codex_tooltip_morelieutenants	骨干在各个帮派争夺新地盘过程中扮演着重要角色。如果你想让帮派更活跃，考虑减少每个骨干所需的成员数量。如果想挑战一下自己，可以将数值设置为 6 以下。
codex_option_morelieutenants	更多骨干
codex_tooltip_codex_option_morelieutenants	骨干在各个帮派争夺新地盘过程中扮演着重要角色。如果你想让帮派更活跃，考虑减少每个骨干所需的成员数量。如果想挑战一下自己，可以将数值设置为 6 以下。
codex_option_GangSpecialReputations	帮派特别声誉
codex_tooltip_GangSpecialReputations	帮派被赋予新的声誉，并会据此改变其成员在监狱里的行为方式。
codex_option_AllDogs	所有警犬
codex_tooltip_AllDogs	选择此选项将启用所有可用警犬并在每次聘用时随机选择。
codex_tooltip_RandomWardens	选择此选项将随机为你选择一名典狱长。
interfacecontraband_BoilingPoint	爆发点
buildtoolbar_contraband_BoilingPoint	显示不满囚犯可改进的方面。
boilingpoint_header	爆发点
boilingpoint_OverallTemperature	整体氛围
boilingpoint_ProgramCompletion	计划已完成
boilingpoint_StatusEffects	状态效果
boilingpoint_OverallTemperature_popup	在确保囚犯开心和保持冷静这件事上，有些东西我们无法掌控，比如囚犯的秉性，以及他们背负罪名的数量。囚犯越是愤怒，监狱氛围就越紧张，而且他们不守规矩的可能性也更大。
boilingpoint_Needs_popup	当前你有 *X 名囚犯需求得不到满足。\n\n请确保他们能够进入房间或拿取物品，以满足他们的需求。
boilingpoint_ProgramCompletion_popup	当前你有 *X 名囚犯尚未完成任何计划。\n\n囚犯完成计划数量越多，他们越有可能保持冷静。添加一些制度允许范围内的计划让囚犯参加。某些计划可重复进行。
boilingpoint_StatusEffects_popup	目前你有 *X 名囚犯受负面效果影响。\n\n建议加大对违禁品的稽查力度，特别是酒精和麻醉品。\n\n囚犯受正面效果影响时，不守规矩的可能性会降低。
boilingpoint_RoomQuality_popup	目前你有 *X 名囚犯关押在条件较差的牢房。\n\n提升牢房品质能让他们更开心和冷静。某些囚犯没有资格入住高品质牢房，可以使用“刑期调整”来降低要求。
buildtoolbar_popup_help_BoilingPoint_1	爆发点视图显示当前监狱氛围。此菜单突出显示监狱中有问题的方面，如牢房品质、需求、状态效果，以及计划参与水平。\n\n
buildtoolbar_popup_help_BoilingPoint_2	~如果某个囚犯始终不服管教，建议把他关进禁闭室或单独监禁，好让他们冷静下来。\n\n
buildtoolbar_popup_help_BoilingPoint_4	-确保所有囚犯基本需求都能得到满足。
buildtoolbar_popup_help_BoilingPoint_5	-投资改造、治疗、医疗和工作计划，并确保囚犯的体制允许他们参与其中。
buildtoolbar_popup_help_BoilingPoint_6	-轻刑犯容忍度更高，因为他们的刑期较短。
boilingpoint_advisor_onboarding	这名囚犯正在闹事，他似乎已经到了爆发点。或许我们做的还不够，没有确保囚犯的需求得到满足，没能改善他们的生活条件，也没能给他们安排事情做。查看爆发点情报菜单获取更多信息。
interfacecontraband_SecurityMenu	安保菜单
buildtoolbar_contraband_SecurityMenu	查看被视为危险分子或有人身危险的囚犯列表，对任何需要进一步管理的囚犯实施安保措施。
securitymenu_header	安保菜单
securitymenu_popup_prisonerSelect	点击左键选择囚犯
securitymenu_popup_dangerousReputations	危险声誉：
securitymenu_popup_dangerousTraits	危险特征：
securitymenu_popup_crimesCommitted	罪行：
securitymenu_PrisonerType	囚犯类型：
securitymenu_PrisonerTypeVulnerable	有人身危险
securitymenu_MarkingTypeUnmarked	未标记
securitymenu_SelectArea	选择区域
securitymenu_SelectAreaCancel	取消选择区域
securitymenu_RestrictAccess	限制进入：
securitymenu_TransferPrisoners	转移囚犯：
securitymenu_transferSecurityLevel	安保级别
securitymenu_GuardAssignment	警卫分配：
securitymenu_MarkPrisoner	标记囚犯：
securitymenu_RemovePrisoner	遣送囚犯：
securitymenu_RemovePrisonerButton	遣送囚犯
securitymenu_RemovedPrisoner	已遣送囚犯
securitymenu_RemovePrisoner_message	遣送囚犯\n\n这是对付冥顽不化囚犯的最后手段，你可以花一大笔钱把这名囚犯送去另一所监狱。该操作每 5 天可进行一次。
securitymenu_RestrictAccess_tooltip	封锁特定区域的入口，选中囚犯只有在警卫看管的情况下才能进入。不能限制帮派成员进入自己的辖区。
securitymenu_TransferPrisoner_tooltip	将选中囚犯转移至特定安保系统以便于管控。
securitymenu_MarkPrisoner_tooltip	给选中囚犯添加视觉标记，方便监控危险分子，以及有人身危险的囚犯。
rapsheet_assignguard_end	取消分配警卫
job_PrisonerAssignment	囚犯分配
assignment_confirm_message	是否要分配一名警卫？
assignment_description_message	如果想要盯紧这名囚犯，建议分配一名警卫看管。请务必确保警卫数量充足。
assignment_error_message	当前无法分配警卫对此囚犯进行看管。请稍后再试。\n\n囚犯为刚抵达，在牢房或禁足状态。
buildtoolbar_popup_help_securitymenu_1	安保菜单列出了监狱中所有被视为危险分子或有人身危险的囚犯。通过此菜单，你可以对囚犯采取某些行动以提供进一步的支持，并使这些囚犯得到更好的管理。\n\n
buildtoolbar_popup_help_securitymenu_2	~默认情况下，危险分子和有人身危险的囚犯会同时列出，但你可以通过“囚犯类型”选项对特定群体采取行动。\n\n
buildtoolbar_popup_help_securitymenu_3	~有些行动可以应用在群体身上，而某些只能应用到选定的个人，突出显示并左键单击囚犯来进行选择。\n\n
buildtoolbar_popup_help_securitymenu_5	-警卫分配选项既有助于保证囚犯的安全，也可以同时监控其他人，防止不当行为发生。警卫不会在囚犯的私人时间待在他们身边，比如睡觉和洗澡的时候。
buildtoolbar_popup_help_securitymenu_6	-如果你监狱中的某些囚犯经常惹事，并且难以管束，可通过“遣送囚犯”选项把他们送走。此行动有冷却时间，不能每天执行，同时需要耗费一定的金钱。
objectiveWindow_FilterButton_4_title	“帮派”简介
objectiveWindow_FilterButton_4_tooltip	关于帮派的一切
objective_HelpGangBehaviourAndType	帮派行为
objective_HelpGangBehaviourAndType_Description	引入新帮派，每个帮派行为方式都略有不同。
objective_HelpGangBehaviourAndType_child_1	毒蛇帮
objective_HelpGangBehaviourAndType_child_1_Description	毒蛇帮都是一群阴险狡诈之徒，利用对毒品的控制权毒害其他囚犯，帮派成员本身也都非常狠毒。
objective_HelpGangBehaviourAndType_child_2	碎骨帮
objective_HelpGangBehaviourAndType_child_2_Description	碎骨帮是一群肌肉发达的暴徒，主要从事暴力和破坏活动，在其他方面鲜有涉足。
objective_HelpGangBehaviourAndType_child_3	豺狼帮
objective_HelpGangBehaviourAndType_child_3_Description	豺狼帮足智多谋，主要关注辖区控制和违禁品销售，以提升自身经济实力。
objective_HelpGangActivities	帮派活动
objective_HelpGangActivities_Description	帮派活动包括经营和管理自己的辖区，恭维监狱关键成员，对玩家提出要求，以及类似的行动。
objective_HelpGangActivities_child_1	特殊活动
objective_HelpGangActivities_child_1_Description	每个帮派都会根据各自特点开展特殊活动，毒蛇帮主要从事毒品生产和销售，碎骨帮善于斗殴和破坏，豺狼帮主要关注抢占更多辖区和赚钱。
objective_HelpGangActivities_child_2	辖区活动
objective_HelpGangActivities_child_2_Description	新辖区会带来新活动。帮派会“管理”他们控制的区域，确保其他囚犯遵守规矩，在使用区域内任何设施支付现金，即使在工作时间也不例外。帮派成员还会在其控制的房间内藏匿大量违禁品，而“贸易商”负责将这些物品卖给其他囚犯。
objective_HelpGangActivities_child_3	帮派需求
objective_HelpGangActivities_child_3_Description	当帮派在监狱中获得足够大的势力和威望后，他们就会开始提出特定的要求，包括添置新设施、增加庭院和自由活动时间等，玩家有一定的时间来满足这些要求。如果玩家未能满足要求，抗议就会接踵而至，帮派成员往往会四处破坏或实施暴力活动。
objective_HelpCrookedGuards	腐败警卫
objective_HelpCrookedGuards_Description	虽然我们希望勇敢的员工们清正廉洁、刚正不阿，但不幸的是，现实情况并非总是如此。
objective_HelpCrookedGuards_child_1	警卫贿赂
objective_HelpCrookedGuards_child_1_Description	囚犯可以贿赂普通警卫，受贿警卫会在48小时内对其他囚犯的某些不当行为进行调查，此外，即使发现行贿囚犯有违禁品也不会收缴，他们还会在帮派争夺地盘时从中插手。幸运的是，线人可以指出可疑警卫，让玩家有机会开除任何行事腐败的警卫。
