# =============================================================================
# {All-in-One Deluxe Edition}-yuanze31
# =============================================================================


# =============================================================================
# =============================================================================
# =============================================================================
# =============================================================================
# =============================================================================

# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	新建游戏
buildtoolbar_contraband_alltime	顯示監獄有史以來沒收的所有違禁品。圖像顯示違禁品被沒收的地方。
buildtoolbar_contraband_stolenfrom	顯示過去 7 天內的所有違禁品。圖像顯示違禁品從何處被竊取，或從何處被走私到監獄內。
buildtoolbar_contraband_informants	显示秘密线人收集的情报。
buildtoolbar_contraband_gangs	显示监狱中帮派的相关信息。

buildtoolbar_deployment_Guards	将警卫分配至你监狱里的区块。
buildtoolbar_deployment_Patrols	点击并拖动以创建巡逻路线。\n\n再次点击现有巡逻线路内的任意方块即可分配巡逻警卫。\n右键点击并拖动以清除警卫巡逻。
buildtoolbar_deployment_DogPatrols	点击并拖动以创建巡逻路线。\n\n再次点击现有巡逻线路内的任意方块即可分配巡逻警卫。\n右键点击并拖动以清除警卫巡逻。
buildtoolbar_deployment_ArmedPatrols	点击并拖动以创建巡逻路线。\n\n再次点击现有巡逻线路内的任意方块即可分配巡逻警卫。\n右键点击并拖动以清除警卫巡逻。
buildtoolbar_deployment_SharedZone	允许所有囚犯进入此区块。
buildtoolbar_deployment_MinSecZone	只有轻刑犯能够进入此区块。
buildtoolbar_deployment_MedSecZone	只有中刑犯能够进入此区块。
buildtoolbar_deployment_MaxSecZone	只有重刑犯能够进入此区块。
buildtoolbar_deployment_ProtectedZone	只有“重点保护”囚犯能够进入此区块。
buildtoolbar_deployment_SuperMaxZone	只有超重刑犯能够进入此区块。
buildtoolbar_deployment_DeathRowZone	只有死刑犯能够进入此区块。
buildtoolbar_deployment_StaffOnlyZone	只有员工能够进入此区块。
buildtoolbar_deployment_UnlockedZone	任何人都能够进入此区域，所有门都不上锁。
buildtoolbar_deployment_accessonly	如有可能，人们将尽量避免进入仅访问区，宁愿取道您监狱中的其他路线。
buildtoolbar_deployment_prisonerdirection	点击并拖动可为楼层标志涂色。\n\n这可提示您的囚犯走哪条路。\n帮助控制监狱里的人流。
buildtoolbar_deployment_staffdirection	点击并拖动可为楼层标志涂色。\n\n这可提示非囚犯人员走哪条路。\n帮助控制监狱里的人流。

buildtoolbar_quickbuild_clone	克隆工具可以让你复制监狱的一个选定区域，然后将该区域放置到其他地点。选择克隆工具后，按住鼠标右键并拖曳出你想要复制的区域。然后，在监狱其他位置点击鼠标左键，即可将复制该区域的事件加入建造队列中。所选择的区域可以保存为自定义槽位。

# The ~ and ^ characters in front of some of the lines in the buildtoolbar_popup_help section are colour codes and should be preserved during translation

buildtoolbar_popup_help_targettingfood_1	食物分配视图为您展示哪些食堂为哪些牢房供应食物，哪些厨房为哪些食堂供应食物。您还可以看到处于活动状态的厨房和食堂当前的供需状态（烹饪在下一次开饭前4小时开始）
buildtoolbar_popup_help_targettingfood_2	~左键点击一间牢房，然后左键点击一间食堂，可强行让选定的牢房使用该食堂。您也可以用同样的方式来改变哪些厨房为哪些食堂供应食物。右键点击一个区域可将该区域的目标配对重置为默认。\n\n
buildtoolbar_popup_help_targettingfood_3	~按住Shift键并点击左键，可设置多个牢房的食堂配对。\n\n
buildtoolbar_popup_help_targettingfood_4	^小技巧
buildtoolbar_popup_help_targettingfood_5	- 如果您发现某个牢房或厨房没有与您预想的食堂配对，请尝试右键点击该牢房或厨房，强行重置。
buildtoolbar_popup_help_targettingfood_6	- 如果您发现在开饭期间对食堂的供应不足，这表明食堂负担过重，您需要烹调更多的食物。

buildtoolbar_popup_help_targettinglaundry_1	洗衣房分配视图为您展示哪些牢房、宿舍和接待室与哪些洗衣房配对。\n\n
buildtoolbar_popup_help_targettinglaundry_2	~左键点击一间洗衣房，然后左键点击一间牢房、宿舍或接待室，使该洗衣房为该房间提供服务。按住Shift键可设置多个牢房的洗衣房配对。
buildtoolbar_popup_help_targettinglaundry_3	右键点击一间洗衣房可将该洗衣房的目标配对重置为默认。\n\n
buildtoolbar_popup_help_targettinglaundry_4	^小技巧
buildtoolbar_popup_help_targettinglaundry_5	您可以随意为洗衣房搭配多个牢房，但洗衣房的运营速度是有限的（取决于洗衣房的大小、囚犯或守卫的数量）。一个大监狱使用一间洗衣房也是可行的，但每个牢房收到衣服的时间会很不固定。

buildtoolbar_popup_help_jobs_1	监狱劳动视图为您展示哪些牢房拥有必须工作的囚犯，以及必须工作的囚犯数量。\n\n
buildtoolbar_popup_help_jobs_2	~左键点击一个房间可为该房间添加一个工作职位。在工作时间里，每个工作职位都可安排一名囚犯。右键点击该房间可移除一个职位。\n\n
buildtoolbar_popup_help_jobs_3	^小技巧
buildtoolbar_popup_help_jobs_4	- 有些工作，例如在厨房或车间的工作，需要囚犯首先完成培训课程。您可以在报告窗口的“课程”选项卡上运行这些课程。
buildtoolbar_popup_help_jobs_5	- 工作的囚犯按照每小时的工作领取少量报酬。分配最多数量的工作不一定是最好的做法；因为囚犯即使没有活干也能领取报酬。

buildtoolbar_popup_help_source_1	危险视图展示囚犯可以从每个牢房偷窃哪些违禁品。此外，您可以在右侧查看每一种违禁品的供需。如果某种违禁品供不应求，囚犯更有可能尝试偷窃，尤其是他们迫切需要某种东西的时候。\n\n
buildtoolbar_popup_help_source_2	^小技巧
buildtoolbar_popup_help_source_3	- 并非所有拥有违禁品资源的房间都有必要让囚犯进入，可以限制或完全阻止囚犯进出这些房间。
buildtoolbar_popup_help_source_4	- 虽然这种视图展示了哪些房间可以偷窃违禁品，但进入房间并不是囚犯得到自己想要的东西的唯一方式……

buildtoolbar_popup_help_contraband_title	违禁品
buildtoolbar_popup_help_contraband_1	违禁品视图为您展示昨天或上周在您的监狱里发现的所有违禁品，以及发现违禁品的地方。\n\n
buildtoolbar_popup_help_contraband_2	~ 鼠标悬停在某一件违禁品的上方，即可查看它的历史，包括囚犯最初如何得到它，以及在被发现之前它在哪些地方出现过。\n\n
buildtoolbar_popup_help_contraband_3	^小技巧
buildtoolbar_popup_help_contraband_4	- 如果您发现很多违禁品来自一小部分地方，您可能需要加强这些地方的安防。
buildtoolbar_popup_help_contraband_5	- 不同的违禁品的检测方式也不相同。比如说，守卫犬非常擅长探测对它们来说有强烈气味的东西。

buildtoolbar_popup_help_informants_1	线人视图为您展示目前的秘密线人列表。此外，潜在的秘密线人被标黄，通常在您的单独拘禁牢房里。\n\n
buildtoolbar_popup_help_informants_2	~为了招募秘密线人，以及寻找潜在的秘密线人，请前往犯罪记录的体验选项卡，点击“招募线人”按钮。\n\n
buildtoolbar_popup_help_informants_3	~如需激活线人，请点击代表“空闲”的按钮（点击后它会闪烁“活跃”状态），等待线人被押送到安全办公室。保安办公室将根据他们的职责范围，向您展示一些隐藏的违禁品、囚犯声誉和潜在的刺杀目标。
buildtoolbar_popup_help_informants_4	^小技巧
buildtoolbar_popup_help_informants_5	- 激活线人并根据线人提供的信息进行搜索，会提高线人的可疑级别。如果可疑级别过高，线人可能会遇到一些麻烦……
buildtoolbar_popup_help_informants_6	- 点击线人激活按钮旁边的“X”，可以解雇线人。

buildtoolbar_popup_help_utilities_1	「管線畫面 」顯示監獄下方的各種管線連接。你可以建立電纜和水管，並利用電線連接各種項目。\n\n
buildtoolbar_popup_help_utilities_2	~建立電纜或管線時，按住滑鼠左鍵然後在你想要連接的兩個點之間拖曳滑鼠。按右鍵可以取消現有的電纜或管線工程任務。\n\n
buildtoolbar_popup_help_utilities_3	~利用電線連接項目時（例如將監視錄影器連接到攝像機），在第一個物品上按左鍵，然後在你想要連接的物品上按左鍵。按住 Shift 鍵可以讓你一次連接多個物品。\n\n
buildtoolbar_popup_help_utilities_4	^提示
buildtoolbar_popup_help_utilities_5	- 小型電器，例如燈泡和電視，只要附近有電纜，它們就會自動連接到電。大型電器，如洗衣機或水泵，則需要直接連接到電纜。
buildtoolbar_popup_help_utilities_6	- 大型水管可以長程運送水，但小型水管可以更短距離運送。由大型水管連接到建築物或一個區域，再用小水管連接獨立的物品，是一個省錢的好方法。
buildtoolbar_popup_help_utilities_7	-「管線畫面」有繁多事項，尤其是大型監獄。點擊特定的物品可以更清楚顯示相關的連接，讓你看得更清楚。例如，點擊電纜線會讓監獄的所有電纜和物品顯示得更清楚。
buildtoolbar_popup_help_utilities_8	- 若你的監獄有多個發電站，每一個發電站需要有獨立的電纜。如果連接兩個不同發電站的電纜相連接，兩個發電站皆會停止運作。

buildtoolbar_popup_help_guard_1	守衛是監獄最主要的工作人員，負責處理所有事項，從押送新囚犯到他們的牢房、處理打架鬥毆、到搜查違禁品等。\n\n
buildtoolbar_popup_help_guard_2	~選定守衛後，只要在某個地方右鍵，你就可以命令他們移動至監獄裡任何地方。\n\n
buildtoolbar_popup_help_guard_3	^提示
buildtoolbar_popup_help_guard_4	- 守衛可以透過搜查牢房的廁所找到逃獄地道。如果守衛仔細搜查廁所，他們肯定會找到逃獄地道。
buildtoolbar_popup_help_guard_5	- 如果你有一個安全警長，你可以從螢幕上方的資訊欄看到你有多少個閒置的守衛。若你的可用守衛經常是 0，這可能代表你沒有足夠的守衛去負荷目前的工作量。

buildtoolbar_popup_help_workman_1	工人是負責建造監獄、協助卸貨的人，在某些情況下，還會將卸載的貨物運送至監獄各區域。\n\n
buildtoolbar_popup_help_workman_2	^提示
buildtoolbar_popup_help_workman_3	工人大部分是自行運作，但是如果你想要快速完成一個工程，你可以利用「Ctrl+右鍵」將該工程設為高優先。這會使最靠近的工人放下手邊的工作，然後完成你的任務。

buildtoolbar_popup_help_cook_1	廚師為你的囚犯準備食物、清潔用餐區域並將食材運送至廚房。\n\n
buildtoolbar_popup_help_cook_2	^提示
buildtoolbar_popup_help_cook_3	- 確保你有足夠的廚師應付監獄的食物需求非常重要。若你沒有足夠的廚師，他們就無法準備足夠的食物，而你的囚犯就會餓肚子...

buildtoolbar_popup_help_warden_1	監獄長是連接監獄的官僚主義的一環。他們推開官僚之窗，讓你可以研究運用於監獄內的各種新功能。他們有辦公室之後，基本上就會自行管理。

buildtoolbar_popup_help_armedguard_1	武裝警衛隨時隨地攜帶槍械，確保囚犯們安分守己，尤其是那些危險或不守規矩的囚犯。他們抑制周遭所有囚犯，藉此降低囚犯鬧事的可能性。假使他們的生命受到威脅，他們會使用散彈槍，而這通常會使附近所有的囚犯停止鬧事。\n\n
buildtoolbar_popup_help_armedguard_2	~選定武裝警衛後，只要在某個地方右鍵，你就可以命令他們移動至監獄裡任何地方。\n\n
buildtoolbar_popup_help_armedguard_3	^提示
buildtoolbar_popup_help_armedguard_4	- 若啟動「自由開槍」鈕，武裝警衛不會等到生命受到威脅才開槍。他們會直接開槍射擊鬧事的囚犯。
buildtoolbar_popup_help_armedguard_5	- 武裝警衛很難被囚犯擊倒，但若真的發生，他們的散彈槍就任人拿取...

buildtoolbar_popup_help_doctor_1	醫師負責治療囚犯和職員在監獄期間無可避免受到的傷害。他們會醫治傷勢、治療用藥過量的囚犯，並執行戒毒計劃。\n\n
buildtoolbar_popup_help_doctor_2	~選定醫師後，只要在某個地方按右鍵，你就可以命令他們移動至監獄裡任何地方。

buildtoolbar_popup_help_janitor_1	工友負責維持監獄的整潔，也會協助洗衣房的工作。\n\n
buildtoolbar_popup_help_janitor_2	^提示
buildtoolbar_popup_help_janitor_3	- 工友負責的所有工作，工作的囚犯也可以做。若你分配足夠的囚犯到洗衣房和打掃衛生間，你可能僅需少量的工友，甚至完全不需要。

buildtoolbar_popup_help_gardener_1	園丁負責維持監獄戶外空間的整潔、除草和種樹。\n\n
buildtoolbar_popup_help_gardener_2	^提示
buildtoolbar_popup_help_gardener_3	- 若你有林場，園丁就會負責種植你所收到的樹苗。請確保你有足夠的園丁種植所有的樹苗！

buildtoolbar_popup_help_doghandler_1	訓犬員和警犬是成對出現。警犬擅長嗅出強烈氣味的違禁品，如毒品和酒精，也會找出逃獄地道。\n\n
buildtoolbar_popup_help_doghandler_2	~選定訓犬員後，只要在某個地方按右鍵，你就可以命令他們移動至監獄裡任何地方。\n\n
buildtoolbar_popup_help_doghandler_3	^提示
buildtoolbar_popup_help_doghandler_4	- 派訓犬員至某一個區域，警犬就會試圖嗅出可能隱藏在附近的違禁品。
buildtoolbar_popup_help_doghandler_5	- 走在逃獄地道的上方時，警犬會示意，指出其存在。然後會有一個小記號以示之。有時候，就算沒有任何東西，警犬也有可能會示意...
buildtoolbar_popup_help_doghandler_6	- 如果訓犬員被殺死，他們的警犬很可能會發狂並試圖在離開監獄前殺害該殺人犯。
